OECDF,,
,0,"Non-OECD" 
,1,"OECD"

CNTF,,
,"ARG","Argentina"                         
,"AUS","Australia"                        
,"AUT","Austria"                          
,"AZE","Azerbaijan"                       
,"BEL","Belgium"                          
,"BGR","Bulgaria"                         
,"BRA","Brazil"                           
,"CAN","Canada"                           
,"CHE","Switzerland"                      
,"CHL","Chile"                            
,"COL","Colombia"                         
,"CZE","Czech Republic"                   
,"DEU","Germany"                          
,"DNK","Denmark"                          
,"ESP","Spain"                            
,"EST","Estonia"                          
,"FIN","Finland"                          
,"FRA","France"                           
,"GBR","United Kingdom"                   
,"GRC","Greece"                           
,"HKG","Hong Kong-China"                  
,"HRV","Croatia"                          
,"HUN","Hungary"                          
,"IDN","Indonesia"                        
,"IRL","Ireland"                          
,"ISL","Iceland"                          
,"ISR","Israel"                           
,"ITA","Italy"                            
,"JOR","Jordan"                           
,"JPN","Japan"                            
,"KGZ","Kyrgyzstan"                       
,"KOR","Korea"                            
,"LIE","Liechtenstein"                    
,"LTU","Lithuania"                        
,"LUX","Luxembourg"                       
,"LVA","Latvia"                           
,"MAC","Macao-China"                      
,"MEX","Mexico"                           
,"MNE","Montenegro"                       
,"NLD","Netherlands"                      
,"NOR","Norway"                           
,"NZL","New Zealand"                      
,"POL","Poland"                           
,"PRT","Portugal"                         
,"QAT","Qatar"                            
,"ROU","Romania"                          
,"RUS","Russian Federation"               
,"SRB","Serbia   "                        
,"SVK","Slovak Republic"                  
,"SVN","Slovenia "                        
,"SWE","Sweden"                           
,"TAP","Chinese Taipei"                   
,"THA","Thailand"                         
,"TUN","Tunisia"                          
,"TUR","Turkey"                           
,"URY","Uruguay"                          
,"USA","United States"                   
	

	countryF,,
,"031","Azerbaijan"                      
,"032","Argentina"                       
,"036","Australia"                       
,"040","Austria"                         
,"056","Belgium"                         
,"076","Brazil"                          
,"100","Bulgaria"                        
,"124","Canada"                          
,"152","Chile"                           
,"158","Chinese Taipei"                  
,"170","Colombia"                        
,"191","Croatia"                         
,"203","Czech Republic"                  
,"208","Denmark"                         
,"233","Estonia"                         
,"246","Finland"                         
,"250","France"                          
,"276","Germany"                         
,"300","Greece"                          
,"344","Hong Kong-China"                 
,"348","Hungary"                         
,"352","Iceland"                         
,"360","Indonesia"                       
,"372","Ireland"                         
,"376","Israel"                          
,"380","Italy"                           
,"392","Japan"                           
,"400","Jordan"                          
,"410","Korea"                           
,"417","Kyrgyzstan"                      
,"428","Latvia"                          
,"438","Liechtenstein"                   
,"440","Lithuania"                       
,"442","Luxembourg"                      
,"446","Macao-China"                     
,"484","Mexico"                          
,"499","Montenegro"                      
,"528","Netherlands"                     
,"554","New Zealand"                     
,"578","Norway"                          
,"616","Poland"                          
,"620","Portugal"                        
,"634","Qatar"                           
,"642","Romania"                         
,"643","Russian Federation"              
,"688","Serbia"                          
,"703","Slovak Republic"                 
,"705","Slovenia"                        
,"724","Spain"                           
,"752","Sweden"                          
,"756","Switzerland"                     
,"764","Thailand"                        
,"788","Tunisia"                         
,"792","Turkey"                          
,"826","United Kingdom"                  
,"840","United States"                   
,"858","Uruguay"                         
 
SUBNATIOF,,
,"03100","Azerbaijan"                                                             
,"03200","Argentina"                                                              
,"03600","Australia"                                                              
,"04000","Austria"                                                                
,"05601","Belgium: Flemish region"                                                
,"05699","Belgium: French & German regions (not adjudicated)"                     
,"07600","Brazil"                                                                 
,"10000","Bulgaria"                                                               
,"12400","Canada"                                                                 
,"15200","Chile"                                                                  
,"15800","Chinese Taipei"                                                         
,"17000","Colombia"                                                               
,"19100","Croatia"                                                                
,"20300","Czech Republic"                                                         
,"20800","Denmark"                                                                
,"23300","Estonia"                                                                
,"24600","Finland"                                                                
,"25000","France"                                                                 
,"27600","Germany"                                                                
,"30000","Greece"                                                                 
,"34400","Hong Kong-China"                                                        
,"34800","Hungary"                                                                
,"35200","Iceland"                                                                
,"36000","Indonesia"                                                              
,"37200","Ireland"                                                                
,"37600","Israel"                                                                 
,"38001","Italy: Region 1"                                                         
,"38002","Italy: Region 2"                                                         
,"38003","Italy: Region 3"                                                         
,"38004","Italy: Region 4"                                                         
,"38005","Italy: Region 5"                                                         
,"38006","Italy: Region 6"                                                         
,"38007","Italy: Region 7"                                                         
,"38008","Italy: Region 8"                                                         
,"38009","Italy: Region 9"                                                         
,"38010","Italy: Region 10"                                                        
,"38011","Italy: Region 11"                                                        
,"38012","Italy: Region 12"                                                        
,"38013","Italy: Region 13"                                                        
,"38099","Italy: Region 14 (not adjudicated)"                                      
,"39200","Japan"                                                                  
,"40000","Jordan"                                                                 
,"41000","Korea"                                                                  
,"41700","Kyrgyzstan"                                                             
,"42800","Latvia"                                                                 
,"43800","Liechtenstein"                                                          
,"44000","Lithuania"                                                              
,"44200","Luxembourg"                                                             
,"44600","Macao-China"                                                            
,"48400","Mexico"                                                                 
,"49900","Montenegro"                                                             
,"52800","Netherlands"                                                            
,"55400","New Zealand"                                                            
,"57800","Norway"                                                                 
,"61600","Poland"                                                                 
,"62000","Portugal"                                                               
,"63400","Qatar"                                                                  
,"64200","Romania"                                                                
,"64300","Russian Federation"                                                     
,"68800","Serbia"                                                                 
,"70300","Slovak Republic"                                                        
,"70500","Slovenia"                                                               
,"72401","Spain: Andalusia"                                                        
,"72402","Spain: Aragon"                                                           
,"72403","Spain: Asturias"                                                         
,"72406","Spain: Cantabria"                                                        
,"72407","Spain: Castile and Leon"                                                 
,"72409","Spain: Catalonia"                                                        
,"72411","Spain: Galicia"                                                          
,"72412","Spain: La Rioja"                                                         
,"72415","Spain: Navarre"                                                          
,"72416","Spain: Basque Country"                                                   
,"72499","The rest of Spain (not adjudicated)"                                     
,"75200","Sweden"                                                                 
,"75600","Switzerland"                                                            
,"76400","Thailand"                                                               
,"78800","Tunisia"                                                                
,"79200","Turkey"                                                                 
,"82610","United Kingdom: England, Wales & Northern Ireland"                       
,"82620","United Kingdom: Scotland"                                                
,"84000","United States"                                                          
,"85800","Uruguay" 

 
PA01F,,
      1,"Yes"                                                                   
      7,"N/A"                                                                   
      9,"Missing"                                                              
PA02F,,
      1,"Very often"                                                            
      2,"Regularly"                                                             
      3,"Sometimes"                                                             
      4,"Never"                                                                 
      7,"N/A"                                                                   
      8,"Invalid"                                                               
      9,"Missing"                                                              
PA03F,,
      1,"Strongly agree"                                                        
      2,"Agree"                                                                 
      3,"Disagree"                                                              
      4,"Strongly disagree"                                                     
      7,"N/A"                                                                   
      8,"Invalid"                                                               
      9,"Missing"                                                              
PA04F,,
      1,"Strongly agree"                                                        
      2,"Agree"                                                                 
      3,"Disagree"                                                              
      4,"Strongly disagree"                                                     
      7,"N/A"                                                                   
      8,"Invalid"                                                               
      9,"Missing"                                                              
PA05F,,
      1,"Yes"                                                                   
      2,"No"                                                                    
      7,"N/A"                                                                   
      8,"Invalid"                                                               
      9,"Missing"                                                              
PA06F,,
      1,"Strongly agree"                                                        
      2,"Agree"                                                                 
      3,"Disagree"                                                              
      4,"Strongly disagree"                                                     
      7,"N/A"                                                                   
      8,"Invalid"                                                               
      9,"Missing"                                                              
PA07F,,
      1,"Concern for me"                                                        
      2,"Concern for others in my country"                                      
      3,"Concern for other countries"                                           
      4,"Concern for no one"                                                    
      7,"N/A"                                                                   
      8,"Invalid"                                                               
      9,"Missing"                                                              
PA08F,,
      1,"Improve"                                                               
      2,"Stay same"                                                             
      3,"Get worse"                                                             
      7,"N/A"                                                                   
      8,"Invalid"                                                               
      9,"Missing"                                                              
PA10F,,
      1,"Younger than 36"                                                       
      2,"36 - 40 years"                                                         
      3,"41 - 45 years"                                                         
      4,"46 - 50 years"                                                         
      5,"51 years or older"                                                     
      7,"N/A"                                                                   
      8,"Invalid"                                                               
      9,"Missing"                                                              
PA12F,,
      1,"Yes"                                                                   
      2,"No"                                                                    
      7,"N/A"                                                                   
      8,"Invalid"                                                               
      9,"Missing"                                                              
PA14F,,
      1,"Yes"                                                                   
      2,"No"                                                                    
      7,"N/A"                                                                   
      8,"Invalid"                                                               
      9,"Missing"                                                              
PA15F,,
      1,"Less than < 0.5 median >"                                            
      2,"< 0.5 median > or more but less than < 0.75 median >"                
      3,"< 0.75 median > or more but less than < median >"                    
      4,"< median > or more but less than < 1.25 median >"                    
      5,"< 1.25 median > or more but less than < 1.5 median >"                
      6,"< 1.5 median > or more"                                              
      7,"N/A"                                                                 
      8,"Invalid"                                                             
      9,"Missing"                                                            
PQF,,
      97,"N/A"                                                                 
      98,"Invalid"                                                             
      99,"Missing"                                                            
PQSRCF,,
      0,"No or indeterminate"                                                 
      1,"Yes"                                                                 
      7,"N/A"                                                                 
      8,"Invalid"                                                             
      9,"Missing"                                                            
ISCEDF,,
      0,"Below ISCED 3A"                                                      
      1,"ISCED 3A"                                                            
      2,"ISCED 4"                                                             
      3,"ISCED 5B"                                                            
      4,"ISCED 5A or 6"                                                       
      7,"N/A"                                                                 
      8,"Invalid"                                                             
      9,"Missing"                                                            
PQENF,,
      9997,"N/A"                                                                 
      9999,"Missing"   

PA11F,,
,"1000","LEGISLATORS, SENIOR OFFICIALS & MANAGERS"                                                             
,"1100","LEGISLATORS & SENIOR OFFICIALS"                                                                       
,"1110","LEGISLATORS [incl. Member of Parliament, Member of Local Council]"                                    
,"1120","SENIOR GOVERNMENT OFFICIALS [incl. Minister, Ambassador]"                                             
,"1130","SENIOR LOCAL GOVERNMENT OFFICIALS"                                                                    
,"1140","SENIOR OFFICIALS SPECIAL-INTEREST ORGANISATIONS"                                                      
,"1141","Senior officials political-party organisations"                                                       
,"1142","Senior officials economic-interest organisations"                                                     
,"1143","Senior officials special-interest organisations"                                                      
,"1200","CORPORATE MANAGERS [LARGE ENTERPRISES]"                                                               
,"1210","[LARGE ENTERPRISES] DIRECTORS & CHIEF EXECUTIVES"                                                     
,"1220","[LARGE ENTERPRISE OPERATION] DEPARTMENT MANAGERS"                                                     
,"1221","Production dep. managers agriculture & fishing"                                                       
,"1222","Production dep. managers manufacturing [incl. Factory Manager]"                                       
,"1223","Production dep. managers construction"                                                                
,"1224","Production dep. managers wholesale & retail trade"                                                    
,"1225","Production dep. managers restaurants & hotels"                                                        
,"1226","Production dep. managers transp., storage & communic. ]"                                              
,"1227","Production dep. managers business services [incl. Bank Manager]"                                      
,"1228","Production dep. managers personal care, cleaning etc"                                                 
,"1229","Production dep. managers nec [incl. Dean,School Principal]"                                           
,"1230","[LARGE ENTERPRISES] OTHER DEPARTMENT MANAGERS"                                                        
,"1231","Finance & admin. department managers [incl. Company Secretary]"                                       
,"1232","Personnel & industrial relations department managers"                                                 
,"1233","Sales & marketing department managers"                                                                
,"1234","Advertising & public relations department managers"                                                   
,"1235","Supply & distribution department managers"                                                            
,"1236","Computing services department managers"                                                               
,"1237","Research & development department managers"                                                           
,"1239","Other department managers nec"                                                                        
,"1240","OFFICE MANAGERS [incl. Clerical Supervisor]"                                                          
,"1250","MILITARY OFFICERS"                                                                                    
,"1251","Higher military officers [Captain and above]"                                                         
,"1252","Lower grade commissioned officers [incl. Army Lieutenant]"                                            
,"1300","[SMALL ENTERPRISE] GENERAL MANAGERS"                                                                  
,"1310","[SMALL ENTERPRISE] GENERAL MANAGERS [incl. Businessman, Trader]"                                      
,"1311","[Small enterprise] General managers agr., forestry & fishing"                                         
,"1312","[Small enterprise] General managers manufacturing"                                                    
,"1313","[Small enterprise] General managers constr. [incl. Contractor]"                                       
,"1314","[Small enterprise] General managers wholesale & retail trade"                                         
,"1315","[Small enterprise] General managers restaurants & hotels"                                             
,"1316","[Small enterprise] General managers transp., storage & comm."                                         
,"1317","[Small enterprise] General managers business services"                                                
,"1318","[Small enterprise] General managers personal care, cleaning etc."                                     
,"1319","[Small enterprise] General managers nec [incl. Travel, Fitness]"                                      
,"2000","PROFESSIONALS"                                                                                        
,"2100","PHYSICAL, MATHEMATICAL & ENGINEERING SCIENCE PROFESSIONALS"                                           
,"2110","PHYSICISTS, CHEMISTS & RELATED PROFESSIONALS"                                                         
,"2111","Physicists & astronomers"                                                                             
,"2112","Meteorologists"                                                                                       
,"2113","Chemists"                                                                                             
,"2114","Geologists & geophysicists [incl. Geodesist]"                                                         
,"2120","MATHEMATICIANS, STATISTICIANS ETC PROFESSIONALS"                                                      
,"2121","Mathematicians etc professionals"                                                                     
,"2122","Statisticians [incl. Actuary]"                                                                        
,"2130","COMPUTING PROFESSIONALS"                                                                              
,"2131","Computer systems designers & analysts [incl. Software Engineer]"                                      
,"2132","Computer programmers"                                                                                 
,"2139","Computing professionals nec"                                                                          
,"2140","ARCHITECTS, ENGINEERS ETC PROFESSIONALS"                                                              
,"2141","Architects town & traffic planners [incl. Landscape Architect]"                                       
,"2142","Civil engineers [incl. Construction Engineer]"                                                        
,"2143","Electrical engineers"                                                                                 
,"2144","Electronics & telecommunications engineers"                                                           
,"2145","Mechanical engineers"                                                                                 
,"2146","Chemical engineers"                                                                                   
,"2147","Mining engineers, metallurgists etc professionals"                                                    
,"2148","Cartographers & surveyors"                                                                            
,"2149","Architects engineers etc professionals nec [incl. Consultant]"                                        
,"2200","LIFE SCIENCE & HEALTH PROFESSIONALS"                                                                  
,"2210","LIFE SCIENCE PROFESSIONALS"                                                                           
,"2211","Biologists, botanists zoologists etc professionals"                                                   
,"2212","Pharmacologists, pathologists etc profess. [incl. Biochemist]"                                        
,"2213","Agronomists etc professionals"                                                                        
,"2220","HEALTH PROFESSIONALS (EXCEPT NURSING)"                                                                
,"2221","Medical doctors"                                                                                      
,"2222","Dentists"                                                                                             
,"2223","Veterinarians"                                                                                        
,"2224","Pharmacists"                                                                                          
,"2229","Health professionals except nursing nec"                                                              
,"2230","NURSING & MIDWIFERY PROFESS. [incl. Registered Nurses, Midwives]"                                     
,"2300","TEACHING PROFESSIONALS"                                                                               
,"2310","HIGHER EDUCATION TEACHING PROFESSIONALS [incl. Univ. Professor]"                                      
,"2320","SECONDARY EDUCATION TEACHING PROFESSIONALS"                                                           
,"2321","[Sec. teachers, academic track] [incl. Middle School Teacher]"                                        
,"2322","[Sec. teachers, vocational track] [incl. Vocational Instructor]"                                      
,"2330","PRIMARY & PRE-PRIMARY EDUCATION TEACHING PROFESSIONALS"                                               
,"2331","Primary education teaching professionals"                                                             
,"2332","Pre-primary educ. teaching professionals [incl. Kindergarten]"                                        
,"2340","SPECIAL EDUC. TEACHING PROFESSIONALS [incl. Remedial, Blind]"                                         
,"2350","OTHER TEACHING PROFESSIONALS"                                                                         
,"2351","Education methods specialists [incl. Curricula Developer]"                                            
,"2352","School inspectors"                                                                                    
,"2359","Other teaching professionals nec"                                                                     
,"2400","OTHER PROFESSIONALS [incl. Professional nfs, Admin. Professional]"                                    
,"2410","BUSINESS PROFESSIONALS"                                                                               
,"2411","Accountants [incl. Auditor]"                                                                          
,"2412","Personnel & careers profess. [incl. Job Analyst, Stud. Couns.]"                                       
,"2419","Business profess. [incl. Publicity/Patent agent, Market Research]"                                    
,"2420","LEGAL PROFESSIONALS"                                                                                  
,"2421","Lawyers"                                                                                              
,"2422","Judges"                                                                                               
,"2429","Legal professionals nec [incl. Notary, Notary Public]"                                                
,"2430","ARCHIVISTS, LIBRARIANS ETC INFORMATION PROFESSIONALS"                                                 
,"2431","Archivists & curators"                                                                                
,"2432","Librarians etc information professionals"                                                             
,"2440","SOCIAL SCIENCE ETC PROFESSIONALS"                                                                     
,"2441","Economists"                                                                                           
,"2442","Sociologists, anthropologists etc professionals"                                                      
,"2443","Philosophers, historians & political scientists"                                                      
,"2444","Philologists, translators & interpreters"                                                             
,"2445","Psychologists"                                                                                        
,"2446","Social work professionals [incl. Welfare Worker]"                                                     
,"2450","WRITERS & CREATIVE OR PERFORMING ARTISTS"                                                             
,"2451","Authors journalists & other writers [incl. Editor, Techn. Writer]"                                    
,"2452","Sculptors, painters etc artists"                                                                      
,"2453","Composers, musicians & singers"                                                                       
,"2454","Choreographers & dancers"                                                                             
,"2455","Film, stage etc actors & directors"                                                                   
,"2460","RELIGIOUS PROFESSIONALS"                                                                              
,"3000","TECHNICIANS AND ASSOCIATE PROFESSIONALS"                                                              
,"3100","PHYSICAL & ENGINEERING SCIENCE ASSOCIATE PROFESSIONALS"                                               
,"3110","PHYSICAL & ENGINEERING SCIENCE TECHNICIANS"                                                           
,"3111","Chemical & physical science technicians"                                                              
,"3112","Civil engineering technicians"                                                                        
,"3113","Electrical engineering technicians"                                                                   
,"3114","Electronics & telecommunications engineering technicians"                                             
,"3115","Mechanical engineering technicians"                                                                   
,"3116","Chemical engineering technicians"                                                                     
,"3117","Mining & metallurgical technicians"                                                                   
,"3118","Draughtspersons [incl. Technical Illustrator]"                                                        
,"3119","Physical & engineering science technicians nec"                                                       
,"3120","COMPUTER ASSOCIATE PROFESSIONALS"                                                                     
,"3121","Computer assistants [incl. Assistant Users Services]"                                                 
,"3122","Computer equipment operators"                                                                         
,"3123","Industrial robot controllers"                                                                         
,"3130","OPTICAL & ELECTRONIC EQUIPMENT OPERATORS"                                                             
,"3131","Photographers & electronic equipment operators"                                                       
,"3132","Broadcasting & telecommunications equipment operators"                                                
,"3133","Medical equipment operators [incl. X-ray Technician]"                                                 
,"3139","Optical & electronic equipment operators nec"                                                         
,"3140","SHIP & AIRCRAFT CONTROLLERS & TECHNICIANS"                                                            
,"3141","Ships engineers"                                                                                      
,"3142","Ships deck officers & pilots [incl. River Boat Captain]"                                              
,"3143","Aircraft pilots etc associate professionals"                                                          
,"3144","Air traffic controllers"                                                                              
,"3145","Air traffic safety technicians"                                                                       
,"3150","SAFETY & QUALITY INSPECTORS"                                                                          
,"3151","Building & fire inspectors"                                                                           
,"3152","Safety, health & quality inspectors"                                                                  
,"3200","LIFE SCIENCE & HEALTH ASSOCIATE PROFESSIONALS"                                                        
,"3210","LIFE SCIENCE TECHNICIANS ETC ASSOCIATE PROFESSIONALS"                                                 
,"3211","Life science technicians [incl. Medical Laboratory Assistant]"                                        
,"3212","Agronomy & forestry technicians"                                                                      
,"3213","Farming & forestry advisers"                                                                          
,"3220","MODERN HEALTH ASSOCIATE PROFESSIONALS EXCEPT NURSING"                                                 
,"3221","Medical assistants"                                                                                   
,"3222","Sanitarians"                                                                                          
,"3223","Dieticians & nutritionists"                                                                           
,"3224","Optometrists & opticians [incl. Dispensing Optician]"                                                 
,"3225","Dental assistants [incl. Oral Hygienist]"                                                             
,"3226","Physiotherapists etc associate professionals"                                                         
,"3227","Veterinary assistants [incl. Veterinarian Vaccinater]"                                                
,"3228","Pharmaceutical assistants"                                                                            
,"3229","Modern health associate professionals except nursing nec"                                             
,"3230","NURSING & MIDWIFERY ASSOCIATE PROFESSIONALS"                                                          
,"3231","Nursing associate professionals [incl. Trainee Nurses]"                                               
,"3232","Midwifery associate professionals [incl. Trainee Midwife]"                                            
,"3240","TRADITIONAL MEDICINE PRACTITIONERS & FAITH HEALERS"                                                   
,"3241","Traditional medicine practitioners [incl. Herbalist]"                                                 
,"3242","Faith healers"                                                                                        
,"3300","TEACHING ASSOCIATE PROFESSIONALS"                                                                     
,"3310","PRIMARY EDUCATION TEACHING ASSOCIATE PROFESSIONALS"                                                   
,"3320","PRE-PRIMARY EDUCATION TEACHING ASSOCIATE PROFESSIONALS"                                               
,"3330","SPECIAL EDUCATION TEACHING ASSOCIATE PROFESSIONALS"                                                   
,"3340","OTHER TEACHING ASSOCIATE PROFESSIONALS"                                                               
,"3400","OTHER ASSOCIATE PROFESSIONALS"                                                                        
,"3410","FINANCE & SALES ASSOCIATE PROFESSIONALS"                                                              
,"3411","Securities & finance dealers & brokers"                                                               
,"3412","Insurance representatives [incl. Insurance Agent, Underwriter]"                                       
,"3413","[Real] estate agents [incl. Real Estate Broker]"                                                      
,"3414","Travel consultants & organisers"                                                                      
,"3415","Technical & commercial sales representatives"                                                         
,"3416","Buyers"                                                                                               
,"3417","Appraisers, valuers & auctioneers [incl. Claims Adjuster]"                                            
,"3419","Finance & sales associate professionals nec"                                                          
,"3420","BUSINESS SERVICES AGENTS AND TRADE BROKERS"                                                           
,"3421","Trade brokers"                                                                                        
,"3422","Clearing & forwarding agents"                                                                         
,"3423","Employment agents & labour contractors"                                                               
,"3429","Business services agents & trade brokers nec"                                                         
,"3430","ADMINISTRATIVE ASSOCIATE PROFESSIONALS"                                                               
,"3431","Administrative secretaries etc associate professionals"                                               
,"3432","Legal etc business associate profess. [incl. Bailiff, Law Clerk]"                                     
,"3433","Bookkeepers"                                                                                          
,"3434","Statistical, mathematical etc associate professionals"                                                
,"3439","Administrative associate profess. nec [incl. Management Ass.]"                                        
,"3440","CUSTOMS, TAX ETC GOVERNMENT ASSOCIATE PROFESSIONALS"                                                  
,"3441","Customs & border inspectors"                                                                          
,"3442","Government tax & excise officials"                                                                    
,"3443","Government social benefits officials"                                                                 
,"3444","Government licensing officials"                                                                       
,"3449","Customs tax etc government associate professionals nec"                                               
,"3450","POLICE INSPECTORS & DETECTIVES / [ARMY]"                                                              
,"3451","Police inspectors & detectives"                                                                       
,"3452","[Armed forces non-commissioned officers] [incl. Sergeant]"                                            
,"3460","SOCIAL WORK ASSOCIATE PROFESSIONALS"                                                                  
,"3470","ARTISTIC, ENTERTAINMENT & SPORTS ASSOCIATE PROFESSIONALS"                                             
,"3471","Decorators & commercial designers"                                                                    
,"3472","Radio, television & other announcers"                                                                 
,"3473","Street night-club etc musicians, singers & dancers"                                                   
,"3474","Clowns, magicians, acrobats etc associate professionals"                                              
,"3475","Athletes, sports persons etc associate professionals"                                                 
,"3480","RELIGIOUS ASSOCIATE PROFESS. [incl. Evangelist, Lay Preacher]"                                        
,"4000","CLERKS"                                                                                               
,"4100","OFFICE CLERKS [Incl. Clerk nfs, Government Office Clerk nfs]"                                         
,"4110","SECRETARIES & KEYBOARD-OPERATING CLERKS"                                                              
,"4111","Stenographers & typists"                                                                              
,"4112","Word-processor etc operators [incl. Teletypist]"                                                      
,"4113","Data entry operators [incl. Key Puncher]"                                                             
,"4114","Calculating-machine operators [incl. Bookkeeping Machine Op.]"                                        
,"4115","Secretaries"                                                                                          
,"4120","NUMERICAL CLERKS"                                                                                     
,"4121","Accounting & bookkeeping clerks [incl. Payroll Clerk]"                                                
,"4122","Statistical & finance clerks [incl. Credit Clerk]"                                                    
,"4130","MATERIAL-RECORDING & TRANSPORT CLERKS"                                                                
,"4131","Stock clerks [incl. Weighing Clerk, Storehouse Clerk]"                                                
,"4132","Production clerks [incl. Planning Clerks]"                                                            
,"4133","Transport clerks [incl. Dispatcher, Expeditor]"                                                       
,"4140","LIBRARY, MAIL ETC CLERKS"                                                                             
,"4141","Library & filing clerks"                                                                              
,"4142","Mail carriers & sorting clerks"                                                                       
,"4143","Coding proof-reading etc clerks"                                                                      
,"4144","Scribes etc workers [incl. Form Filling Assistance Clerk]"                                            
,"4190","OTHER OFFICE CLERKS [incl. Office Boy, Photocopy Machine Op.]"                                        
,"4200","CUSTOMER SERVICES CLERKS [incl. Customer Service Clerk nfs]"                                          
,"4210","CASHIERS, TELLERS ETC CLERKS"                                                                         
,"4211","Cashiers & ticket clerks [incl. Bank/Store, Toll Collector]"                                          
,"4212","Tellers & other counter clerks [incl. Bank Teller, Post Office]"                                      
,"4213","Bookmakers & croupiers"                                                                               
,"4214","Pawnbrokers & money-lenders"                                                                          
,"4215","Debt-collectors etc workers"                                                                          
,"4220","CLIENT INFORMATION CLERKS"                                                                            
