col_names,begin,end,width,whole_places,frac_places
CNT,1,3,3,3,0
COUNTRY,4,6,3,3,0
OECD,7,7,1,1,0
SUBNATIO,8,12,5,5,0
SCHOOLID,13,17,5,5,0
StIDStd,18,22,5,5,0
ST01Q01,23,24,2,2,0
ST02Q01,25,26,2,2,0
ST03Q02,27,28,2,2,0
ST03Q03,29,32,4,4,0
ST04Q01,33,33,1,1,0
ST05Q01,34,34,1,1,0
ST06Q01,35,39,5,4,0
ST07Q01,40,40,1,1,0
ST07Q02,41,41,1,1,0
ST07Q03,42,42,1,1,0
ST08Q01,43,43,1,1,0
ST08Q02,44,44,1,1,0
ST08Q03,45,45,1,1,0
ST08Q04,46,46,1,1,0
ST08Q05,47,47,1,1,0
ST08Q06,48,48,1,1,0
ST09Q01,49,52,4,4,0
ST10Q01,53,53,1,1,0
ST11Q01,54,54,1,1,0
ST11Q02,55,55,1,1,0
ST11Q03,56,56,1,1,0
ST11Q04,57,57,1,1,0
ST12Q01,58,58,1,1,0
ST13Q01,59,62,4,4,0
ST14Q01,63,63,1,1,0
ST15Q01,64,64,1,1,0
ST15Q02,65,65,1,1,0
ST15Q03,66,66,1,1,0
ST15Q04,67,67,1,1,0
ST16Q01,68,68,1,1,0
ST17Q01,69,69,1,1,0
ST17Q02,70,70,1,1,0
ST17Q03,71,71,1,1,0
ST18Q01,72,76,5,4,0
ST19Q01,77,77,1,1,0
ST20Q01,78,78,1,1,0
ST20Q02,79,79,1,1,0
ST20Q03,80,80,1,1,0
ST20Q04,81,81,1,1,0
ST20Q05,82,82,1,1,0
ST20Q06,83,83,1,1,0
ST20Q07,84,84,1,1,0
ST20Q08,85,85,1,1,0
ST20Q09,86,86,1,1,0
ST20Q10,87,87,1,1,0
ST20Q11,88,88,1,1,0
ST20Q12,89,89,1,1,0
ST20Q13,90,90,1,1,0
ST20Q14,91,91,1,1,0
ST20Q15,92,97,6,6,0
ST20Q16,98,103,6,6,0
ST20Q17,104,109,6,6,0
ST21Q01,110,110,1,1,0
ST21Q02,111,111,1,1,0
ST21Q03,112,112,1,1,0
ST21Q04,113,113,1,1,0
ST21Q05,114,114,1,1,0
ST22Q01,115,115,1,1,0
ST23Q01,116,116,1,1,0
ST24Q01,117,117,1,1,0
ST24Q02,118,118,1,1,0
ST24Q03,119,119,1,1,0
ST24Q04,120,120,1,1,0
ST24Q05,121,121,1,1,0
ST24Q06,122,122,1,1,0
ST24Q07,123,123,1,1,0
ST24Q08,124,124,1,1,0
ST24Q09,125,125,1,1,0
ST24Q10,126,126,1,1,0
ST24Q11,127,127,1,1,0
ST25Q01,128,128,1,1,0
ST25Q02,129,129,1,1,0
ST25Q03,130,130,1,1,0
ST25Q04,131,131,1,1,0
ST25Q05,132,132,1,1,0
ST26Q01,133,133,1,1,0
ST26Q02,134,134,1,1,0
ST26Q03,135,135,1,1,0
ST26Q04,136,136,1,1,0
ST26Q05,137,137,1,1,0
ST26Q06,138,138,1,1,0
ST26Q07,139,139,1,1,0
ST27Q01,140,140,1,1,0
ST27Q02,141,141,1,1,0
ST27Q03,142,142,1,1,0
ST27Q04,143,143,1,1,0
ST27Q05,144,144,1,1,0
ST27Q06,145,145,1,1,0
ST27Q07,146,146,1,1,0
ST27Q08,147,147,1,1,0
ST27Q09,148,148,1,1,0
ST27Q10,149,149,1,1,0
ST27Q11,150,150,1,1,0
ST27Q12,151,151,1,1,0
ST27Q13,152,152,1,1,0
ST28Q01,153,157,5,4,0
ST28Q02,158,162,5,4,0
ST28Q03,163,167,5,4,0
ST29Q01,168,172,5,4,0
ST29Q02,173,177,5,4,0
ST29Q03,178,182,5,4,0
ST30Q01,183,187,5,4,0
ST31Q01,188,188,1,1,0
ST31Q02,189,189,1,1,0
ST31Q03,190,190,1,1,0
ST31Q04,191,191,1,1,0
ST31Q05,192,192,1,1,0
ST31Q06,193,193,1,1,0
ST31Q07,194,194,1,1,0
ST31Q08,195,195,1,1,0
ST31Q09,196,196,1,1,0
ST32Q01,197,197,1,1,0
ST32Q02,198,198,1,1,0
ST32Q03,199,199,1,1,0
ST32Q04,200,200,1,1,0
ST33Q01,201,201,1,1,0
ST33Q02,202,202,1,1,0
ST33Q03,203,203,1,1,0
ST33Q04,204,204,1,1,0
ST34Q01,205,205,1,1,0
ST34Q02,206,206,1,1,0
ST34Q03,207,207,1,1,0
ST34Q04,208,208,1,1,0
ST34Q05,209,209,1,1,0
ST35Q01,210,214,5,4,0
ST36Q01,215,215,1,1,0
ST36Q02,216,216,1,1,0
ST36Q03,217,217,1,1,0
ST36Q04,218,218,1,1,0
ST36Q05,219,219,1,1,0
ST37Q01,220,220,1,1,0
ST37Q02,221,221,1,1,0
ST37Q03,222,222,1,1,0
ST37Q04,223,223,1,1,0
ST37Q05,224,224,1,1,0
ST37Q06,225,225,1,1,0
ST37Q07,226,226,1,1,0
ST38Q01,227,227,1,1,0
ST38Q02,228,228,1,1,0
ST38Q03,229,229,1,1,0
ST38Q04,230,230,1,1,0
ST38Q05,231,231,1,1,0
ST38Q06,232,232,1,1,0
ST38Q07,233,233,1,1,0
ST38Q08,234,234,1,1,0
ST38Q09,235,235,1,1,0
ST39Q01,236,236,1,1,0
ST39Q02,237,237,1,1,0
ST39Q03,238,238,1,1,0
ST39Q04,239,239,1,1,0
ST39Q05,240,240,1,1,0
ST39Q06,241,241,1,1,0
ST39Q07,242,242,1,1,0
ST40Q01,243,243,1,1,0
ST41Q01,244,244,1,1,0
ST41Q02,245,245,1,1,0
ST41Q03,246,246,1,1,0
ST41Q04,247,247,1,1,0
ST41Q05,248,248,1,1,0
ST41Q06,249,249,1,1,0
ST42Q01,250,250,1,1,0
ST42Q02,251,251,1,1,0
ST42Q03,252,252,1,1,0
ST42Q04,253,253,1,1,0
ST42Q05,254,254,1,1,0
IC01Q01,255,255,1,1,0
IC01Q02,256,256,1,1,0
IC01Q03,257,257,1,1,0
IC01Q04,258,258,1,1,0
IC01Q05,259,259,1,1,0
IC01Q06,260,260,1,1,0
IC01Q07,261,261,1,1,0
IC01Q08,262,262,1,1,0
IC02Q01,263,263,1,1,0
IC02Q02,264,264,1,1,0
IC02Q03,265,265,1,1,0
IC02Q04,266,266,1,1,0
IC02Q05,267,267,1,1,0
IC03Q01,268,268,1,1,0
IC04Q01,269,269,1,1,0
IC04Q02,270,270,1,1,0
IC04Q03,271,271,1,1,0
IC04Q04,272,272,1,1,0
IC04Q05,273,273,1,1,0
IC04Q06,274,274,1,1,0
IC04Q07,275,275,1,1,0
IC04Q08,276,276,1,1,0
IC04Q09,277,277,1,1,0
IC05Q01,278,278,1,1,0
IC05Q02,279,279,1,1,0
IC05Q03,280,280,1,1,0
IC05Q04,281,281,1,1,0
IC05Q05,282,282,1,1,0
IC06Q01,283,283,1,1,0
IC06Q02,284,284,1,1,0
IC06Q03,285,285,1,1,0
IC06Q04,286,286,1,1,0
IC06Q05,287,287,1,1,0
IC06Q06,288,288,1,1,0
IC06Q07,289,289,1,1,0
IC06Q08,290,290,1,1,0
IC06Q09,291,291,1,1,0
IC07Q01,292,292,1,1,0
IC07Q02,293,293,1,1,0
IC07Q03,294,294,1,1,0
IC07Q04,295,295,1,1,0
IC08Q01,296,296,1,1,0
IC08Q02,297,297,1,1,0
IC08Q03,298,298,1,1,0
IC08Q04,299,299,1,1,0
IC08Q05,300,300,1,1,0
IC09Q01,301,301,1,1,0
IC10Q01,302,302,1,1,0
IC10Q02,303,303,1,1,0
IC10Q03,304,304,1,1,0
IC10Q04,305,305,1,1,0
EC01Q01,306,306,1,1,0
EC02Q01,307,307,1,1,0
EC03Q01,308,308,1,1,0
EC04Q01,309,309,1,1,0
EC05Q01A,310,310,1,1,0
EC05Q01B,311,311,1,1,0
EC05Q01C,312,312,1,1,0
EC05Q01D,313,313,1,1,0
EC05Q01E,314,314,1,1,0
EC05Q01F,315,315,1,1,0
EC06Q01,316,316,1,1,0
EC06Q02,317,317,1,1,0
EC06Q03,318,318,1,1,0
EC07Q01,319,323,5,5,0
RFS1Q01,324,324,1,1,0
RFS1Q02,325,325,1,1,0
RFS1Q03,326,326,1,1,0
RFS1Q04,327,327,1,1,0
RFS1Q05,328,328,1,1,0
RFS1Q06,329,329,1,1,0
RFS1Q07,330,330,1,1,0
RFS1Q08,331,331,1,1,0
RFS2Q01,332,332,1,1,0
RFS2Q02,333,333,1,1,0
RFS2Q03,334,334,1,1,0
RFS2Q04,335,335,1,1,0
RFS2Q05,336,336,1,1,0
RFS2Q06,337,337,1,1,0
RFS2Q07,338,338,1,1,0
RFS2Q08,339,339,1,1,0
RFS2Q09,340,340,1,1,0
BOOKID,341,342,2,2,0
AGE,343,348,6,3,2
BFMJ,349,350,2,2,0
BMMJ,351,352,2,2,0
COBN_F,353,358,6,6,0
COBN_M,359,364,6,6,0
COBN_S,365,370,6,6,0
GRADE,371,372,2,2,0
FAMSTRUC,373,380,8,8,0
FISCED,381,388,8,8,0
MISCED,389,396,8,8,0
HISCED,397,404,8,8,0
FSECATEG,405,405,1,1,0
MSECATEG,406,406,1,1,0
HSECATEG,407,407,1,1,0
HISEI,408,416,9,2,0
IMMIG,417,417,1,1,0
ISCEDD,418,418,1,1,0
ISCEDL,419,419,1,1,0
ISCEDO,420,420,1,1,0
LANGN,421,423,3,3,0
LMINS,424,432,9,4,4
MMINS,433,441,9,4,4
SMINS,442,450,9,4,4
METASUM,451,459,9,4,4
UNDREM,460,468,9,4,4
PARED,469,476,8,2,2
PROGN,477,483,7,7,0
ATTCOMP,484,492,9,4,4
ATSCHL,493,501,9,4,4
CSTRAT,502,510,9,4,4
CULTPOSS,511,519,9,4,4
DISCLIMA,520,528,9,4,4
DIVREAD,529,537,9,4,4
ELAB,538,546,9,4,4
ENTUSE,547,555,9,4,4
ESCS,556,564,9,4,4
HEDRES,565,573,9,4,4
HIGHCONF,574,582,9,4,4
HOMEPOS,583,591,9,4,4
HOMSCH,592,600,9,4,4
ICTHOME,601,609,9,4,4
ICTRES,610,618,9,4,4
ICTSCH,619,627,9,4,4
JOYREAD,628,636,9,4,4
LIBUSE,637,645,9,4,4
MEMOR,646,654,9,4,4
ONLNREAD,655,663,9,4,4
STIMREAD,664,672,9,4,4
STRSTRAT,673,681,9,4,4
STUDREL,682,690,9,4,4
USESCH,691,699,9,4,4
WEALTH,700,708,9,4,4
RFSINTRP,709,717,9,4,4
RFSNCONT,718,726,9,4,4
RFSTRLIT,727,735,9,4,4
RFSFUMAT,736,744,9,4,4
PV1MATH,745,752,8,5,2
PV2MATH,753,760,8,5,2
PV3MATH,761,768,8,5,2
PV4MATH,769,776,8,5,2
PV5MATH,777,784,8,5,2
PV1READ,785,792,8,5,2
PV2READ,793,800,8,5,2
PV3READ,801,808,8,5,2
PV4READ,809,816,8,5,2
PV5READ,817,824,8,5,2
PV1SCIE,825,832,8,5,2
PV2SCIE,833,840,8,5,2
PV3SCIE,841,848,8,5,2
PV4SCIE,849,856,8,5,2
PV5SCIE,857,864,8,5,2
PV1READ1,865,872,8,5,2
PV2READ1,873,880,8,5,2
PV3READ1,881,888,8,5,2
PV4READ1,889,896,8,5,2
PV5READ1,897,904,8,5,2
PV1READ2,905,912,8,5,2
PV2READ2,913,920,8,5,2
PV3READ2,921,928,8,5,2
PV4READ2,929,936,8,5,2
PV5READ2,937,944,8,5,2
PV1READ3,945,952,8,5,2
PV2READ3,953,960,8,5,2
PV3READ3,961,968,8,5,2
PV4READ3,969,976,8,5,2
PV5READ3,977,984,8,5,2
PV1READ4,985,992,8,5,2
PV2READ4,993,1000,8,5,2
PV3READ4,1001,1008,8,5,2
PV4READ4,1009,1016,8,5,2
PV5READ4,1017,1024,8,5,2
PV1READ5,1025,1032,8,5,2
PV2READ5,1033,1040,8,5,2
PV3READ5,1041,1048,8,5,2
PV4READ5,1049,1056,8,5,2
PV5READ5,1057,1064,8,5,2
W_FSTUWT,1065,1073,9,4,4
W_FSTR1,1074,1082,9,4,4
W_FSTR2,1083,1091,9,4,4
W_FSTR3,1092,1100,9,4,4
W_FSTR4,1101,1109,9,4,4
W_FSTR5,1110,1118,9,4,4
W_FSTR6,1119,1127,9,4,4
W_FSTR7,1128,1136,9,4,4
W_FSTR8,1137,1145,9,4,4
W_FSTR9,1146,1154,9,4,4
W_FSTR10,1155,1163,9,4,4
W_FSTR11,1164,1172,9,4,4
W_FSTR12,1173,1181,9,4,4
W_FSTR13,1182,1190,9,4,4
W_FSTR14,1191,1199,9,4,4
W_FSTR15,1200,1208,9,4,4
W_FSTR16,1209,1217,9,4,4
W_FSTR17,1218,1226,9,4,4
W_FSTR18,1227,1235,9,4,4
W_FSTR19,1236,1244,9,4,4
W_FSTR20,1245,1253,9,4,4
W_FSTR21,1254,1262,9,4,4
W_FSTR22,1263,1271,9,4,4
W_FSTR23,1272,1280,9,4,4
W_FSTR24,1281,1289,9,4,4
W_FSTR25,1290,1298,9,4,4
W_FSTR26,1299,1307,9,4,4
W_FSTR27,1308,1316,9,4,4
W_FSTR28,1317,1325,9,4,4
W_FSTR29,1326,1334,9,4,4
W_FSTR30,1335,1343,9,4,4
W_FSTR31,1344,1352,9,4,4
W_FSTR32,1353,1361,9,4,4
W_FSTR33,1362,1370,9,4,4
W_FSTR34,1371,1379,9,4,4
W_FSTR35,1380,1388,9,4,4
W_FSTR36,1389,1397,9,4,4
W_FSTR37,1398,1406,9,4,4
W_FSTR38,1407,1415,9,4,4
W_FSTR39,1416,1424,9,4,4
W_FSTR40,1425,1433,9,4,4
W_FSTR41,1434,1442,9,4,4
W_FSTR42,1443,1451,9,4,4
W_FSTR43,1452,1460,9,4,4
W_FSTR44,1461,1469,9,4,4
W_FSTR45,1470,1478,9,4,4
W_FSTR46,1479,1487,9,4,4
W_FSTR47,1488,1496,9,4,4
W_FSTR48,1497,1505,9,4,4
W_FSTR49,1506,1514,9,4,4
W_FSTR50,1515,1523,9,4,4
W_FSTR51,1524,1532,9,4,4
W_FSTR52,1533,1541,9,4,4
W_FSTR53,1542,1550,9,4,4
W_FSTR54,1551,1559,9,4,4
W_FSTR55,1560,1568,9,4,4
W_FSTR56,1569,1577,9,4,4
W_FSTR57,1578,1586,9,4,4
W_FSTR58,1587,1595,9,4,4
W_FSTR59,1596,1604,9,4,4
W_FSTR60,1605,1613,9,4,4
W_FSTR61,1614,1622,9,4,4
W_FSTR62,1623,1631,9,4,4
W_FSTR63,1632,1640,9,4,4
W_FSTR64,1641,1649,9,4,4
W_FSTR65,1650,1658,9,4,4
W_FSTR66,1659,1667,9,4,4
W_FSTR67,1668,1676,9,4,4
W_FSTR68,1677,1685,9,4,4
W_FSTR69,1686,1694,9,4,4
W_FSTR70,1695,1703,9,4,4
W_FSTR71,1704,1712,9,4,4
W_FSTR72,1713,1721,9,4,4
W_FSTR73,1722,1730,9,4,4
W_FSTR74,1731,1739,9,4,4
W_FSTR75,1740,1748,9,4,4
W_FSTR76,1749,1757,9,4,4
W_FSTR77,1758,1766,9,4,4
W_FSTR78,1767,1775,9,4,4
W_FSTR79,1776,1784,9,4,4
W_FSTR80,1785,1793,9,4,4
TESTLANG,1794,1796,3,3,0
CNTFAC,1797,1804,8,3,4
STRATUM,1805,1809,5,5,0
WVARSTRR,1810,1811,2,2,0
RANDUNIT,1812,1812,1,1,0
VER_STU,1813,1825,13,13,0